Tempo,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC14,MFCC15,MFCC16,MFCC17,MFCC18,MFCC19,MFCC20,Chroma1,Chroma2,Chroma3,Chroma4,Chroma5,Chroma6,Chroma7,Chroma8,Chroma9,Chroma10,Chroma11,Chroma12
96.0,-473.05,124.32,14.97,7.75,3.0,11.01,-9.11,-6.44,-19.97,-4.36,-8.88,3.09,-3.9,-7.18,-7.09,-4.71,4.82,-2.42,-12.72,-7.07,0.1,0.62,0.25,0.04,0.02,0.17,0.62,0.23,0.05,0.19,0.05,0.01
96.0,-231.23,47.8,8.21,18.02,0.33,1.83,-10.16,-2.07,-10.6,-5.05,-10.15,-0.63,-2.66,4.54,-6.76,-7.82,-12.7,-0.62,-3.05,-1.95,0.38,0.08,0.04,0.06,0.32,0.31,0.23,0.5,0.23,0.3,0.28,0.43
174.55,-319.02,70.67,26.43,23.04,-0.35,5.65,1.09,7.3,-6.49,2.81,-7.62,3.57,-1.5,-3.68,-3.88,-0.05,-8.41,-3.19,-5.98,-0.33,0.69,0.54,0.41,0.36,0.36,0.39,0.34,0.3,0.29,0.32,0.43,0.75
137.14,-254.41,105.85,20.99,7.81,-2.43,12.2,1.42,10.47,2.56,1.39,-2.6,8.69,3.41,4.82,-7.07,-2.96,-0.61,12.83,-3.64,-3.65,0.52,0.54,0.24,0.16,0.25,0.29,0.43,0.32,0.29,0.34,0.24,0.32
128.0,-235.57,129.84,-11.43,21.54,2.32,9.22,-12.9,4.19,-12.33,-2.57,-8.89,-5.56,-7.74,-1.2,-5.82,-1.55,-5.76,-2.84,-6.14,-1.94,0.5,0.27,0.36,0.23,0.2,0.19,0.4,0.52,0.36,0.46,0.35,0.6
106.67,-362.95,86.28,-2.96,25.68,-12.53,23.17,-2.14,6.64,8.28,0.04,6.95,6.41,5.87,7.62,3.97,2.54,-0.93,2.72,3.08,5.18,0.4,0.44,0.32,0.43,0.18,0.14,0.23,0.14,0.11,0.15,0.24,0.41
80.0,-364.9,48.85,6.11,26.36,0.14,11.23,-10.35,0.7,-9.73,0.42,-4.17,0.84,-8.24,1.51,-5.33,3.72,-3.41,4.48,-0.35,2.59,0.52,0.67,0.57,0.59,0.35,0.26,0.18,0.2,0.23,0.33,0.44,0.36
87.27,-159.4,49.37,-2.4,16.55,-0.84,9.03,6.99,-2.94,-6.51,4.13,-13.83,-8.02,-18.81,-8.89,-7.96,-2.33,-5.9,-1.3,-6.6,-1.78,0.23,0.23,0.27,0.36,0.5,0.71,0.65,0.49,0.54,0.43,0.41,0.36
137.14,-222.08,98.36,7.11,33.73,1.94,1.81,5.49,9.29,5.4,6.75,-2.79,3.42,1.44,2.56,-2.37,-1.55,-0.25,-0.06,-4.63,1.68,0.4,0.7,0.49,0.23,0.2,0.47,0.35,0.2,0.27,0.3,0.57,0.44
106.67,-228.69,105.51,1.92,25.59,10.95,7.88,-3.05,3.1,2.2,11.16,0.84,-1.05,-8.24,4.53,-4.72,1.08,-10.66,-6.88,-2.06,3.3,0.18,0.17,0.06,0.12,0.36,0.17,0.22,0.11,0.38,0.47,0.38,0.44
120.0,-98.34,-2.13,43.7,27.76,15.73,16.1,1.1,5.97,0.02,4.57,3.27,10.18,7.73,8.41,-0.93,5.68,-0.58,2.69,0.01,5.64,0.35,0.19,0.14,0.18,0.24,0.25,0.36,0.45,0.66,0.81,0.84,0.67
112.94,-418.59,108.33,19.16,26.73,1.95,11.87,4.82,-1.51,7.99,12.5,-0.68,10.36,6.83,11.31,5.42,-3.48,-0.37,12.13,1.87,0.5,0.45,0.38,0.46,0.31,0.28,0.19,0.22,0.6,0.38,0.35,0.3,0.48
112.94,-238.72,80.82,12.65,14.86,0.86,9.71,-1.29,-1.3,-5.58,11.03,6.03,0.81,-4.58,-3.06,-14.94,-6.78,-12.68,-6.14,-9.76,0.99,0.2,0.42,0.69,0.25,0.26,0.39,0.47,0.33,0.32,0.39,0.21,0.16
128.0,-50.78,91.85,12.91,14.07,0.43,1.47,-5.57,1.88,-7.35,-1.08,-8.03,1.68,-4.83,5.45,-7.07,1.62,-12.17,-2.88,-8.36,4.85,0.22,0.28,0.21,0.44,0.2,0.25,0.22,0.3,0.6,0.27,0.31,0.13
160.0,-264.12,86.71,-37.45,40.11,-8.12,-4.8,3.62,11.39,-6.1,12.0,5.56,1.15,-7.62,-0.31,-3.89,1.57,-13.56,-0.76,-0.58,2.35,0.46,0.24,0.15,0.18,0.44,0.38,0.46,0.15,0.11,0.12,0.28,0.54
120.0,-220.05,144.19,0.58,3.49,-12.13,-11.47,-17.06,-9.77,-13.76,-4.72,-4.83,-6.88,-9.82,0.84,-8.64,0.0,-3.06,5.19,2.0,1.14,0.28,0.17,0.51,0.29,0.08,0.07,0.36,0.21,0.16,0.39,0.26,0.42
137.14,-351.89,88.01,9.01,25.04,18.36,28.27,10.82,3.05,-3.94,1.71,0.1,2.32,-2.66,-1.81,-2.66,7.41,1.68,-2.88,-7.66,-2.24,0.06,0.05,0.05,0.1,0.24,0.22,0.27,0.55,0.47,0.16,0.22,0.11
106.67,-350.71,56.76,-3.22,9.85,-1.96,10.75,-17.92,-15.24,-21.66,-0.23,-1.12,-11.02,-21.64,-17.64,-15.86,-8.8,11.31,25.81,8.82,6.55,0.03,0.08,0.33,0.12,0.06,0.43,0.32,0.07,0.05,0.27,0.11,0.01
91.43,-512.24,135.19,-23.41,11.36,-14.27,-16.05,-20.48,-21.39,3.08,10.46,-6.64,-16.9,-11.47,-1.3,7.61,2.49,3.12,6.38,-1.69,0.85,0.04,0.09,0.4,0.11,0.14,0.02,0.09,0.53,0.1,0.1,0.16,0.24
106.67,-219.06,61.78,33.65,28.62,26.4,11.84,0.82,7.57,-4.88,-6.76,-7.41,7.16,3.68,-4.76,-9.29,-3.75,5.16,6.01,-8.65,-11.34,0.23,0.53,0.29,0.27,0.29,0.22,0.2,0.24,0.39,0.49,0.32,0.33
106.67,-378.68,100.66,-26.03,17.09,-13.24,-2.55,-10.84,-2.95,-5.46,0.3,-6.94,0.11,-13.63,0.59,-2.81,-2.15,-2.42,2.14,-1.74,5.41,0.06,0.29,0.8,0.37,0.12,0.14,0.38,0.12,0.17,0.62,0.23,0.08
128.0,-238.42,119.59,-32.65,8.74,-4.84,23.17,-9.22,6.21,-14.01,-10.18,-9.0,1.92,-5.44,-3.34,-9.3,-1.61,-3.86,0.0,-7.82,-5.21,0.29,0.34,0.66,0.29,0.12,0.21,0.08,0.07,0.1,0.37,0.15,0.1
137.14,-67.89,70.08,1.26,37.3,-7.82,7.21,-4.74,2.34,-6.9,-0.79,-4.24,-0.5,-9.57,-1.92,-5.11,1.98,-2.92,-1.94,-3.67,0.92,0.44,0.17,0.21,0.41,0.73,0.54,0.25,0.19,0.33,0.32,0.3,0.56
120.0,-230.24,85.0,-9.0,39.64,8.45,4.32,3.77,1.28,-2.9,15.97,1.73,2.08,-10.42,1.7,-5.34,2.53,-7.75,5.83,1.84,10.78,0.26,0.44,0.32,0.25,0.61,0.33,0.36,0.23,0.29,0.48,0.32,0.45
87.27,-247.61,62.56,-10.72,16.84,-13.32,7.21,-9.27,-3.96,-11.77,-0.46,-4.69,1.56,-6.25,-3.54,-2.67,-1.74,-3.73,1.67,-15.14,-12.15,0.22,0.26,0.85,0.23,0.12,0.2,0.33,0.63,0.5,0.48,0.28,0.22
128.0,-250.76,80.61,-4.92,13.24,-16.16,-1.94,5.29,0.92,-6.47,1.42,-9.55,-8.3,-10.05,-1.41,-7.63,3.83,-1.47,3.79,-6.23,-4.9,0.44,0.24,0.31,0.19,0.11,0.1,0.29,0.39,0.19,0.13,0.17,0.29
112.94,-109.0,73.76,-25.68,43.31,-0.44,17.3,-0.81,6.6,-4.32,7.11,-1.42,6.92,-6.45,1.63,-0.11,4.96,1.49,5.56,-2.25,-2.35,0.54,0.58,0.6,0.57,0.82,0.53,0.51,0.44,0.38,0.37,0.39,0.67
147.69,-275.07,106.2,4.52,37.53,5.42,7.87,5.17,4.34,1.1,-0.47,-5.25,6.54,-8.13,6.48,-0.38,2.05,-6.17,-2.78,-1.87,-1.65,0.48,0.49,0.22,0.29,0.41,0.92,0.91,0.52,0.4,0.31,0.32,0.3
112.94,-363.03,121.26,-33.67,41.05,17.67,2.42,-2.46,10.73,3.6,-6.13,-7.92,2.08,-2.68,-10.22,-5.13,5.74,-5.03,-11.21,1.42,-1.57,0.34,0.2,0.16,0.23,0.85,0.58,0.17,0.16,0.18,0.25,0.33,0.46
174.55,-268.71,97.18,-3.94,29.67,-0.14,8.6,-4.89,2.21,-13.03,-3.46,-6.43,1.81,-7.87,-5.7,-13.67,-11.62,-9.33,3.35,-2.16,-1.26,0.03,0.14,0.24,0.13,0.16,0.03,0.03,0.07,0.29,0.8,0.3,0.04
101.05,-253.98,84.89,-19.93,45.95,10.73,19.71,17.09,22.48,4.04,6.09,-0.73,2.3,-3.43,-4.24,-7.63,-2.66,-5.9,-2.42,-0.33,3.8,0.38,0.13,0.04,0.1,0.32,0.84,0.6,0.32,0.21,0.21,0.15,0.26
106.67,-183.22,98.29,-19.74,26.49,-13.35,-0.9,9.82,-1.93,-2.8,8.05,-7.01,10.25,-10.72,2.16,-1.12,-2.89,0.16,1.51,-4.56,1.09,0.12,0.24,0.47,0.21,0.11,0.29,0.67,0.5,0.47,0.38,0.26,0.38
106.67,-174.17,71.47,-4.34,14.76,-10.16,0.74,-10.63,-2.08,-7.46,2.25,-3.75,1.54,-5.35,-4.63,-2.17,1.92,-6.29,-4.56,-12.03,-10.94,0.12,0.15,0.74,0.17,0.05,0.06,0.25,0.53,0.3,0.3,0.14,0.37
106.67,-217.56,36.47,-43.97,17.65,-12.39,14.09,-8.33,10.99,-8.96,-4.71,0.49,4.34,4.24,-3.56,-2.03,-4.75,-4.48,8.14,-0.47,2.67,0.42,0.29,0.53,0.2,0.47,0.1,0.06,0.18,0.33,0.32,0.17,0.64
106.67,-186.89,37.32,-25.57,6.88,-7.15,-14.64,-8.87,-4.37,-16.29,0.9,-18.54,-11.24,-9.04,-3.14,-9.86,-3.22,-8.6,-1.69,-7.89,0.88,0.56,0.61,0.63,0.5,0.39,0.46,0.65,0.45,0.42,0.34,0.53,0.71
128.0,-277.82,78.8,20.3,19.21,20.33,20.29,-1.07,-4.64,-10.53,1.24,4.86,4.49,-7.6,-1.08,-6.56,-2.95,-6.62,-0.93,-13.67,-1.22,0.17,0.2,0.5,0.15,0.02,0.05,0.28,0.56,0.59,0.3,0.2,0.26
91.43,-225.09,112.71,-29.73,32.41,0.82,5.41,-15.36,-8.17,-12.94,1.02,-3.76,1.56,-3.21,-2.76,0.56,9.6,-0.98,0.74,-6.9,-0.66,0.18,0.46,0.09,0.04,0.16,0.08,0.25,0.19,0.24,0.61,0.28,0.44
106.67,-348.67,66.33,46.09,26.3,4.16,6.53,-0.53,-4.21,-9.17,-1.91,-4.47,0.09,-4.76,-6.88,-9.41,-2.0,-5.3,2.83,1.24,0.84,0.44,0.4,0.31,0.21,0.32,0.18,0.22,0.12,0.06,0.07,0.23,0.54
87.27,-159.71,104.1,-4.79,26.55,8.71,6.55,-2.87,-0.6,-3.01,6.49,-3.98,-2.88,-7.45,4.95,-3.67,0.38,-5.48,-9.53,-12.0,-0.94,0.24,0.38,0.32,0.25,0.57,0.33,0.19,0.34,0.5,0.64,0.32,0.17
87.27,-345.31,105.19,10.49,27.46,12.57,14.34,6.76,6.23,-9.58,2.2,-4.05,2.85,1.63,8.82,5.25,3.33,-1.77,-3.44,-7.12,0.76,0.32,0.19,0.28,0.08,0.07,0.08,0.17,0.23,0.23,0.34,0.2,0.38
11.43,-428.49,204.24,-60.46,-25.66,-8.91,-24.82,-6.74,-12.34,-15.12,-13.66,-12.56,-9.88,-9.34,-4.93,-7.0,-7.14,-1.78,-3.15,-9.26,-7.66,0.41,0.08,0.08,0.43,0.12,0.12,0.03,0.11,0.42,0.14,0.29,0.12
106.67,-126.78,96.74,1.54,24.07,7.03,23.44,10.22,12.94,-0.83,10.25,-5.22,-2.72,-5.92,5.25,2.16,4.67,-6.83,-1.39,-4.75,1.02,0.51,0.38,0.22,0.19,0.39,0.4,0.24,0.21,0.24,0.47,0.44,0.42
87.27,-210.26,52.91,-35.94,19.49,-10.94,12.86,-13.58,4.79,-4.81,8.05,9.88,0.48,-1.83,-3.87,2.48,8.12,-1.21,-2.69,-1.54,4.79,0.27,0.1,0.38,0.31,0.31,0.5,0.13,0.18,0.11,0.43,0.42,0.28
64.0,-369.11,75.58,0.62,13.65,-24.52,-14.64,-18.25,-6.36,-13.63,-5.81,-11.75,-14.69,-8.57,-16.22,-8.18,-13.1,-10.01,-12.97,-3.85,-3.86,0.48,0.26,0.35,0.65,0.27,0.22,0.22,0.28,0.48,0.52,0.54,0.41
160.0,-361.65,116.99,19.75,48.47,13.58,11.71,8.91,-1.95,-4.3,4.98,1.96,6.49,2.08,-0.83,-3.68,0.65,-1.92,-2.97,-3.31,-7.29,0.16,0.38,0.69,0.63,0.53,0.38,0.26,0.36,0.31,0.41,0.4,0.39
91.43,-243.1,95.13,-5.29,22.77,-0.36,11.28,-8.18,5.2,-6.27,12.28,-4.08,1.02,-3.94,3.52,1.51,4.02,-1.38,-1.9,-2.73,4.47,0.28,0.23,0.17,0.17,0.31,0.27,0.15,0.25,0.53,0.53,0.43,0.43
128.0,-83.83,123.26,-11.81,23.07,11.93,8.89,21.47,4.29,10.0,16.1,-7.1,6.78,-0.32,5.3,-4.45,7.18,-3.53,3.85,-4.27,1.26,0.37,0.32,0.39,0.32,0.22,0.43,0.56,0.54,0.56,0.5,0.44,0.34
160.0,-300.42,116.93,14.8,33.83,9.53,-4.99,8.8,-1.42,-6.79,-4.47,-9.05,-1.18,-0.07,2.71,-5.19,-4.18,-5.23,-6.17,-11.26,-9.01,0.34,0.32,0.28,0.33,0.68,0.64,0.48,0.53,0.74,0.56,0.29,0.39
128.0,-306.79,131.73,-21.26,32.24,0.53,11.01,-8.38,-0.6,-7.91,-2.36,-6.79,-4.3,-10.86,-4.17,-7.27,2.2,0.24,-4.38,-9.94,-5.5,0.29,0.26,0.1,0.21,0.46,0.56,0.38,0.25,0.35,0.29,0.49,0.47
76.8,-270.5,77.13,3.08,33.41,-2.07,3.91,-11.41,1.44,-9.23,-2.49,-3.37,-5.99,-9.1,1.01,-9.77,2.55,-0.44,-0.68,-16.56,-13.57,0.2,0.08,0.22,0.18,0.29,0.27,0.16,0.26,0.27,0.51,0.28,0.32
128.0,-265.96,91.14,-20.21,40.61,-8.6,2.63,0.45,-1.0,-6.9,-3.4,-0.1,-10.48,-7.6,3.17,-5.66,1.93,-14.85,-8.36,-2.17,0.18,0.31,0.16,0.56,0.38,0.43,0.31,0.38,0.62,0.32,0.37,0.36,0.48
174.55,-243.87,104.48,-10.44,27.63,13.1,23.24,-4.55,12.64,4.13,11.14,2.12,3.28,-4.92,0.49,-6.99,-1.8,-9.18,0.22,-2.89,1.13,0.14,0.05,0.07,0.34,0.67,0.4,0.43,0.54,0.54,0.44,0.2,0.36
137.14,-488.27,162.28,37.51,28.61,10.32,10.86,-3.13,1.11,-6.75,-12.57,-13.59,3.91,-5.16,-0.62,1.06,0.03,-3.37,8.64,3.3,11.49,0.24,0.17,0.31,0.64,0.19,0.28,0.32,0.42,0.24,0.12,0.13,0.09
120.0,-175.9,63.61,26.59,19.78,4.38,8.88,-6.08,2.59,-7.23,-1.33,-8.93,-2.55,-6.09,2.52,-7.75,-3.06,-2.71,-1.84,-5.49,-0.99,0.39,0.28,0.44,0.36,0.44,0.34,0.11,0.17,0.32,0.44,0.54,0.62
120.0,-245.51,89.4,11.29,25.73,2.73,16.48,-2.72,-0.87,2.16,7.66,3.31,1.07,-2.76,4.48,-2.85,8.8,2.33,-1.89,-4.41,2.03,0.2,0.51,0.28,0.44,0.24,0.2,0.37,0.31,0.49,0.33,0.29,0.2
213.33,-348.95,128.7,-51.86,29.43,8.14,-1.35,-0.68,-14.69,-23.15,-15.53,-13.22,10.9,3.14,18.02,5.97,4.46,-5.89,-13.35,-4.73,-0.11,0.13,0.1,0.1,0.14,0.11,0.19,0.15,0.21,0.28,0.31,0.63,0.33
112.94,-186.25,103.22,8.96,27.16,9.38,11.56,4.03,-1.42,-9.85,0.78,-7.29,1.42,-4.96,-2.21,-2.0,0.2,-3.46,5.99,-7.61,1.6,0.59,0.24,0.36,0.17,0.27,0.16,0.09,0.25,0.13,0.11,0.27,0.64
106.67,-245.78,79.37,0.24,32.91,1.61,-2.41,-3.86,2.96,-6.62,7.27,-4.52,2.3,-7.82,2.16,-6.96,-0.02,-6.39,-1.39,-4.96,-0.89,0.33,0.16,0.19,0.18,0.4,0.26,0.25,0.37,0.43,0.28,0.2,0.51
174.55,-204.69,104.58,-22.68,36.58,-22.81,9.61,2.68,-20.35,-5.44,-1.43,-9.23,6.03,-9.52,-2.29,-2.25,-7.79,-12.93,-14.28,-8.88,5.05,0.66,0.25,0.37,0.31,0.31,0.22,0.09,0.09,0.09,0.2,0.43,0.5
128.0,-266.01,85.6,-16.27,36.38,2.21,10.45,-12.32,4.89,-9.64,5.23,-3.77,-9.71,-1.5,12.27,-3.93,-0.45,-3.52,-3.0,8.75,2.27,0.57,0.05,0.08,0.09,0.09,0.2,0.2,0.27,0.26,0.17,0.3,0.51
128.0,-247.0,109.98,2.02,39.96,3.11,-12.32,10.16,-0.24,-11.88,7.39,-8.79,-3.84,1.35,3.94,2.62,2.21,-3.93,-1.26,-3.22,-1.23,0.37,0.21,0.21,0.26,0.29,0.41,0.46,0.59,0.29,0.36,0.3,0.51
120.0,-209.02,90.51,7.92,38.99,3.3,14.98,-0.56,6.11,-3.31,4.31,-2.15,-0.56,-10.33,-5.8,-7.33,0.43,-8.23,-1.13,-7.96,3.34,0.4,0.46,0.32,0.22,0.21,0.52,0.36,0.23,0.13,0.08,0.14,0.29
128.0,-241.63,67.43,8.09,17.87,16.37,10.62,2.34,5.21,-6.97,3.87,-10.4,-12.21,-16.4,-5.53,-8.35,4.63,-6.39,-1.98,-6.94,-2.08,0.15,0.21,0.27,0.2,0.13,0.12,0.35,0.99,0.62,0.23,0.21,0.22
101.05,-283.06,76.42,-22.21,21.73,-7.19,-9.28,-10.34,6.77,-10.39,-0.42,-0.29,-0.35,-12.6,-7.59,-5.24,2.64,-4.85,-7.62,-16.13,6.26,0.19,0.38,0.51,0.31,0.31,0.14,0.25,0.14,0.42,0.3,0.38,0.43
120.0,-191.74,89.24,12.7,14.58,7.87,4.43,-4.08,-9.58,-10.05,7.03,-4.93,-5.41,-13.16,0.6,-12.7,-2.14,-3.87,-3.22,1.68,3.58,0.31,0.18,0.36,0.32,0.5,0.57,0.39,0.36,0.43,0.44,0.29,0.37
120.0,-210.82,100.93,-42.0,44.82,-4.07,5.25,4.46,4.35,6.46,-3.48,-5.1,-7.43,-7.33,-4.16,-4.86,1.95,-9.88,1.18,1.71,7.62,0.31,0.4,0.19,0.38,0.54,0.35,0.62,0.31,0.33,0.48,0.66,0.69
147.69,-282.28,101.06,-6.8,14.08,-2.11,2.08,-6.97,-7.2,-14.64,-8.7,-16.26,-7.81,-16.33,-8.87,-9.23,-7.79,-15.51,-5.92,-19.23,-3.16,0.48,0.16,0.23,0.29,0.62,0.22,0.11,0.16,0.13,0.24,0.16,0.41
137.14,-332.73,122.55,-27.72,43.26,-5.54,12.82,-8.27,2.84,-13.23,-7.59,-15.27,-13.72,-14.0,-9.04,-13.67,-7.11,-3.71,-1.6,-4.24,-4.04,0.23,0.09,0.03,0.07,0.22,0.8,0.34,0.09,0.17,0.06,0.02,0.05
137.14,-168.72,75.91,20.29,19.12,15.57,12.47,3.74,15.11,-1.22,4.85,3.06,8.12,-6.82,4.92,-2.07,3.33,3.07,5.22,-5.11,4.74,0.51,0.33,0.33,0.21,0.38,0.37,0.47,0.43,0.32,0.57,0.56,0.48
120.0,-195.86,134.07,7.89,32.14,20.08,13.93,4.25,9.32,-3.17,4.23,2.32,5.0,-3.94,2.13,0.57,-1.03,-8.96,-3.3,3.16,6.75,0.22,0.65,1.0,0.61,0.29,0.12,0.09,0.07,0.08,0.14,0.12,0.14
128.0,-176.26,74.13,-9.09,43.21,-13.83,17.7,3.66,10.9,2.17,4.9,-2.83,-3.28,-8.91,-1.83,-1.43,1.35,-1.55,1.18,-1.57,5.46,0.39,0.36,0.44,0.36,0.52,0.33,0.53,0.75,0.56,0.43,0.38,0.53
120.0,-220.47,47.06,-4.53,6.79,-25.08,-4.68,-23.37,-9.47,-20.6,-5.33,-7.89,-6.76,-9.59,-5.72,0.42,-4.21,-8.0,5.23,-6.77,0.52,0.29,0.23,0.45,0.49,0.49,0.32,0.28,0.64,0.6,0.43,0.4,0.52
128.0,-198.63,76.34,-4.1,23.68,0.24,9.63,-5.56,7.3,-8.8,-3.07,-9.48,-4.74,-9.83,-4.72,-8.71,0.76,0.23,-2.55,-10.33,-6.12,0.23,0.11,0.07,0.09,0.5,0.49,0.26,0.47,0.26,0.46,0.22,0.29
137.14,-229.61,73.23,-16.4,33.94,2.78,7.82,-0.91,7.57,-2.35,1.61,4.27,-1.69,-8.44,-7.17,-5.92,1.96,-4.47,5.37,-3.74,-1.23,0.24,0.17,0.36,0.5,0.3,0.29,0.28,0.23,0.47,0.43,0.44,0.37
160.0,-347.76,78.22,-19.99,20.72,-10.36,-2.24,-15.4,-3.95,9.77,-8.39,3.63,-1.87,-6.85,-1.28,-4.99,-0.39,-4.78,2.76,-6.71,0.16,0.32,0.17,0.08,0.13,0.32,0.42,0.35,0.34,0.17,0.22,0.22,0.38
112.94,-310.43,68.44,23.79,39.22,14.25,10.22,-0.89,-5.17,-8.0,-3.37,-14.66,-3.43,-10.73,-0.82,-12.07,-8.28,-9.25,-8.88,-8.78,3.23,0.15,0.23,0.3,0.34,0.12,0.05,0.1,0.34,0.5,0.33,0.39,0.27
112.94,-86.31,31.92,-1.75,13.34,-1.82,12.52,0.2,7.84,-1.87,11.63,-1.34,5.75,-2.46,9.72,-0.06,5.32,-2.09,0.67,-0.4,2.68,0.58,0.46,0.3,0.31,0.43,0.54,0.54,0.67,0.67,0.6,0.46,0.43
71.11,-174.74,74.66,9.7,20.74,7.57,13.97,-3.53,4.13,-4.79,2.07,-1.84,0.62,-1.52,3.51,2.32,5.43,1.13,2.97,-1.1,5.44,0.35,0.23,0.32,0.33,0.35,0.43,0.41,0.41,0.31,0.51,0.6,0.48
83.48,-406.66,119.74,19.25,36.52,10.96,9.76,-7.41,-3.81,-7.31,0.71,-9.64,-2.58,-6.38,4.31,-1.56,3.01,-5.55,-1.02,-10.07,-4.14,0.18,0.18,0.19,0.14,0.11,0.48,0.35,0.25,0.41,0.3,0.28,0.34
96.0,-287.39,105.19,27.53,34.77,13.57,11.86,-3.81,8.58,-0.49,-1.34,-5.74,4.43,-8.32,-3.43,-2.37,-3.9,-6.31,-1.88,-5.86,1.35,0.1,0.19,0.18,0.15,0.14,0.12,0.18,0.59,0.96,0.63,0.24,0.07
120.0,-270.2,81.03,-16.24,30.38,-8.61,3.67,-5.74,0.71,-7.72,6.06,-3.21,4.01,-9.73,-2.12,-9.82,-3.35,-3.25,0.78,-5.48,-1.52,0.16,0.48,0.09,0.06,0.32,0.15,0.06,0.07,0.21,0.46,0.27,0.26
128.0,-437.12,124.49,50.06,48.46,14.21,13.86,11.39,11.05,-1.97,8.49,0.27,-0.05,-0.25,0.54,-13.29,-5.91,-11.53,4.35,-2.79,8.23,0.52,0.34,0.2,0.21,0.16,0.13,0.15,0.19,0.39,0.49,0.74,0.68
120.0,-291.63,117.68,4.55,33.43,18.23,6.99,0.77,5.8,0.36,4.0,-1.39,-2.05,-3.46,3.41,3.65,1.44,3.38,1.46,-0.43,-2.56,0.15,0.25,0.29,0.23,0.28,0.18,0.1,0.21,0.11,0.04,0.07,0.26
137.14,-102.35,59.94,3.08,12.98,2.33,6.33,-5.98,4.96,-3.95,2.79,-5.45,-4.59,-3.17,3.3,-6.13,1.57,-4.54,3.69,-4.55,-1.67,0.58,0.25,0.2,0.29,0.45,0.51,0.41,0.48,0.46,0.23,0.27,0.44
91.43,-123.42,64.12,-3.44,33.33,-0.7,2.95,-2.24,-0.34,-4.47,1.53,-9.54,-0.77,-8.92,-0.15,-1.25,0.43,-10.74,2.89,-2.32,0.66,0.36,0.3,0.38,0.47,0.75,0.72,0.44,0.45,0.6,0.55,0.56,0.35
96.0,-165.0,58.48,16.94,26.08,1.7,8.15,-0.64,6.33,-8.43,3.47,-6.25,-0.91,-4.15,-3.58,-10.37,0.26,-7.11,-4.77,-7.8,1.07,0.17,0.14,0.2,0.4,0.33,0.24,0.76,0.67,0.65,0.5,0.29,0.23
137.14,-335.94,61.2,14.08,32.41,10.03,5.7,3.1,5.45,6.66,6.07,-1.71,7.6,-2.38,-2.21,1.25,1.77,-1.33,5.28,-7.02,3.97,0.17,0.21,0.46,0.34,0.49,0.67,0.5,0.35,0.21,0.13,0.18,0.31
147.69,-180.18,54.89,2.89,34.8,0.55,12.29,0.82,4.92,-4.9,1.59,-1.38,2.79,-0.75,-0.1,-7.82,6.42,-11.46,0.61,-5.63,-1.73,0.36,0.22,0.14,0.3,0.36,0.25,0.26,0.39,0.53,0.37,0.37,0.4
137.14,-380.56,152.87,-7.97,-26.33,-1.81,4.84,12.83,8.99,-7.23,-12.87,-5.29,0.91,-2.85,-6.49,-0.82,-2.48,-9.43,1.22,9.73,-0.7,0.44,0.1,0.05,0.01,0.03,0.2,0.07,0.14,0.09,0.47,0.08,0.12
96.0,-546.94,199.26,-14.81,-0.43,12.26,-15.96,-5.26,-10.99,-24.31,-16.53,-11.29,-14.32,-17.8,-9.86,-1.38,-8.61,-7.99,6.96,11.43,3.9,0.17,0.07,0.33,0.08,0.07,0.38,0.19,0.47,0.09,0.01,0.15,0.65
174.55,-224.18,60.36,46.46,22.28,-1.31,13.13,1.02,-2.43,-0.72,7.57,-3.91,-0.52,-12.81,-0.37,-2.69,-0.47,-3.99,8.37,1.71,-3.35,0.41,0.4,0.37,0.2,0.2,0.21,0.57,0.26,0.17,0.22,0.25,0.55
101.05,-157.16,58.09,22.63,31.67,0.67,0.35,4.22,0.38,6.13,4.57,2.17,6.54,-4.0,-0.57,-5.48,-2.07,-8.08,3.16,3.23,6.94,0.5,0.24,0.29,0.24,0.12,0.46,0.37,0.31,0.26,0.15,0.33,0.35
128.0,-307.29,54.18,0.06,24.73,-5.61,3.05,0.22,-4.4,-12.22,3.56,-9.9,0.51,-3.38,0.78,-5.79,4.71,-7.37,2.62,-3.82,0.49,0.36,0.24,0.11,0.18,0.2,0.36,0.23,0.16,0.33,0.29,0.31,0.47
101.05,-279.19,75.24,32.23,21.32,-4.67,-6.45,-7.94,6.44,-3.58,0.35,-4.32,5.19,-2.92,1.39,-5.43,0.9,-4.85,-4.64,-0.79,5.88,0.49,0.17,0.18,0.35,0.28,0.38,0.21,0.25,0.15,0.2,0.44,0.45
91.43,-197.29,58.62,13.18,22.01,5.12,11.73,-5.46,8.99,-4.22,3.01,-5.01,-1.61,-10.09,-5.83,-9.54,-0.41,-7.82,-5.39,-10.83,-2.88,0.26,0.16,0.32,0.3,0.56,0.41,0.31,0.37,0.44,0.77,0.47,0.48
66.21,-377.3,139.17,39.12,19.98,20.26,19.88,8.77,0.07,-0.19,6.0,3.91,-4.04,-0.14,1.6,9.37,-2.36,-7.04,-5.25,-5.79,-3.95,0.44,0.23,0.09,0.08,0.06,0.24,0.39,0.64,0.55,0.41,0.43,0.56
